"listing_value","tweets_Name","tweets_Date","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_Text","tweets_imageURL","tweets_hrefURL","remove"
"1","CNN Breaking News","Nov 3, 2019","192","515","3.8K","https://pbs.twimg.com/media/EIecb5UWwAE060B?format=jpg&name=small","Former President Jimmy Carter said during a church sermon in Plains, Georgia, that he is ""completely at ease with death."" At 95, he's the oldest living former US president. https://cnn.it/2C7doMh","","","1"
"1","CNN Breaking News","Nov 3, 2019","47","323","1K","https://pbs.twimg.com/media/EIadjsRX0AUTdau?format=jpg&name=small","A federal judge in Oregon grants a temporary restraining order against a policy that would have denied immigrants a visa unless they can prove they will have health insurance https://cnn.it/36t7Ucy","","","1"
"1","CNN Breaking News","Nov 3, 2019","38","129","338","https://pbs.twimg.com/media/EIaOxenWsAE_02P?format=jpg&name=small","Actor Brian Tarantina, who recently appeared in ""The Marvelous Mrs. Maisel,"" has died at age 60, his manager said https://cnn.it/2C5kAbA","","","1"
"1","CNN Breaking News","Nov 2, 2019","94","269","520","https://pbs.twimg.com/media/EIZfOraW4AAL9QW?format=jpg&name=small","Airbnb bans ""party houses"" following a California shooting that killed 5 people https://cnn.it/2WGbXhd","","","1"
"1","CNN Breaking News","Nov 2, 2019","58","83","218","https://pbs.twimg.com/media/EIYzYveXsAEf5Rr?format=jpg&name=small","The president of the United Auto Workers will take a leave of absence amid a growing scandal involving the union and its finances https://cnn.it/2JLh4Yh","","","1"
"1","CNN Breaking News","Nov 2, 2019","30","141","290","https://pbs.twimg.com/media/EIYna43WoAA0IgL?format=jpg&name=small","A fire has ravaged a century-old resort in the Pocono Mountains in Pennsylvania that's listed on the National Registry of Historic Places https://cnn.it/2C2b0GH","","","1"
"1","CNN Breaking News","Nov 2, 2019","18","146","234","https://pbs.twimg.com/media/EIX_tsOWsAAzsEZ?format=jpg&name=small","At least 53 soldiers and one civilian have been killed in a terrorist attack on Mali's army, the country's government says https://cnn.it/34yAg3F","","","1"
"1","CNN Breaking News","Nov 2, 2019","45","236","1.1K","https://pbs.twimg.com/media/EIXSOjWWoAEMNNq?format=jpg&name=small","South Africa defeats England 32-12 to win the 2019 Rugby World Cup https://cnn.it/2oF2jit","","","1"
"1","CNN Breaking News","Nov 2, 2019","73","157","213","https://pbs.twimg.com/media/EIVLdjYW4AUuW26?format=jpg&name=small","A juvenile is a primary suspect in the shooting of a 7-year-old trick-or-treater in Chicago that left a girl in critical condition, a police spokesman said https://cnn.it/36kAJYR","","","1"
"1","CNN Breaking News","Nov 2, 2019","364","398","793","https://pbs.twimg.com/media/EIVDnnnWwAcUKnb?format=jpg&name=small","Sen. Kamala Harris is closing most of her presidential campaign offices in New Hampshire and has fired all her field organizers in the state as she homes in on her struggling campaign in Iowa, an aide tells CNN https://cnn.it/2WwfezM","","","1"
"1","CNN Breaking News","Nov 2, 2019","49","149","284","https://pbs.twimg.com/media/EIU3xKLWoAAwitM?format=jpg&name=small","NBA superstar Steph Curry will miss three months of the season after having surgery to repair a broken bone in his left hand, the Golden State Warriors said https://cnn.it/322tMbq","","","1"
"1","CNN Breaking News","Nov 1, 2019","133","473","1.8K","https://pbs.twimg.com/media/EIUoxVJWkAIlmym?format=jpg&name=small","A former Georgia cop was sentenced to 12 years in prison Friday for the killing of a mentally ill, unarmed and naked black man in 2015 https://cnn.it/2NAKF7Z","","","1"
"1","CNN Breaking News","Nov 1, 2019","43","97","174","https://pbs.twimg.com/media/EIUnM3EW4AA7naG?format=jpg&name=small","President Trump suggested Friday that Chad Wolf is acting Homeland Security secretary, but a DHS spokesperson said Keven McAleenan, who submitted his resignation three weeks ago, is still acting secretary https://cnn.it/34nMqvX","","","1"
"1","CNN Breaking News","Nov 1, 2019","1.1K","865","2.1K","https://pbs.twimg.com/media/EIUXT6zXUAA4sfk?format=jpg&name=small","Former Texas congressman Beto O'Rourke says he's ending his presidential campaign https://cnn.it/34h1Q54","","","1"
"1","CNN Breaking News","Nov 1, 2019","13","72","145","https://pbs.twimg.com/media/EIULeCPXUAIazhp?format=jpg&name=small","One person was killed when a plane crashed Friday at an air show in Stuart, Florida, the NTSB says https://cnn.it/2PDAB0x","","","1"
"1","CNN Breaking News","Nov 1, 2019","22","45","125","https://pbs.twimg.com/media/EIULYZsW4AYaS_W?format=jpg&name=small","Stocks rallied sharply Friday, and the S&P 500 and the Nasdaq Composite both closed at a fresh all-time high https://cnn.it/34qe8s7","","","1"
"1","CNN Breaking News","Oct 31, 2019","92","129","177","https://pbs.twimg.com/media/EIPUrU_X0AYHOSW?format=jpg&name=small","The Trump administration is discussing adding more countries to the controversial travel ban that has been criticized as discriminating against Muslims https://cnn.it/2PzWBJD","","","1"
"1","CNN Breaking News","Oct 31, 2019","43","160","282","https://pbs.twimg.com/media/EIPJmaVWsAA5DPk?format=jpg&name=small","Penn State University is investigating a new allegation of abuse by convicted child molester and former assistant football coach Jerry Sandusky, a university spokesperson says https://cnn.it/2qX2cPT","","","1"
"1","CNN Breaking News","Oct 31, 2019","25","122","360","https://pbs.twimg.com/media/EIOsm7zWoAAs_rt?format=jpg&name=small","The 11-day Chicago teachers' strike is over and classes will resume Friday, the city's mayor has announced, after school officials and the Chicago Teachers Union reached an agreement https://cnn.it/2Wtj10y","","","1"
"1","CNN Breaking News","Oct 31, 2019","310","609","2.1K","https://pbs.twimg.com/media/EIN6kOeWkAENx1K?format=jpg&name=small","US House approves a resolution to formalize the procedures of the impeachment inquiry into President Trump, marking a significant step in the ongoing investigation. Follow live updates:
https://cnn.it/2N0zsyl","","","1"
"1","CNN Breaking News","Oct 31, 2019","144","210","912","https://pbs.twimg.com/media/EINP8n4WkAIIOv4?format=jpg&name=small","Tim Morrison, Trump's top Russia adviser, arrives on Capitol Hill and he's expected to provide one of the most revelatory testimonies to date in the impeachment inquiry. Follow live updates: https://cnn.it/2PywYcj","","","1"
"1","CNN Breaking News","Oct 31, 2019","60","150","367","https://pbs.twimg.com/media/EINLhV3XsAA4cU2?format=jpg&name=small","The body of Amelia Bambridge, the 21-year-old British backpacker who went missing after a beach party in Cambodia, has been found, according to the charity assisting her family https://cnn.it/323FB13","","","1"
"1","CNN Breaking News","Oct 31, 2019","137","261","313","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","North Korea fired at least one ""unidentified projectile"" into the waters between South Korea and Japan, the South Korean government said in a statement","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","https://t.co/YEX6YC82dJ?amp=1","1"
"1","North Korea fired 2 unidentified projectiles, South Korea says","","137","261","313","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","North Korea fired at least one ""unidentified projectile"" into the waters between South Korea and Japan, the South Korean government said in a statement","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","https://t.co/YEX6YC82dJ?amp=1","1"
"1","North Korea fired two ""unidentified projectiles"" into the waters between South Korea and Japan on Thursday afternoon, the South Korean government said in a statement.","","137","261","313","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","North Korea fired at least one ""unidentified projectile"" into the waters between South Korea and Japan, the South Korean government said in a statement","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","https://t.co/YEX6YC82dJ?amp=1","1"
"1","cnn.com","","137","261","313","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","North Korea fired at least one ""unidentified projectile"" into the waters between South Korea and Japan, the South Korean government said in a statement","https://pbs.twimg.com/card_img/1336257573801127937/IUuiyXN0?format=jpg&name=small","https://t.co/YEX6YC82dJ?amp=1","1"
"1","CNN Breaking News","Oct 31, 2019","44","140","223","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","At least 70 people have died after a gas canister exploded in a train in Pakistan, authorities say","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","https://t.co/tZBzayOaJa?amp=1","1"
"1","Pakistan: 70 dead after gas cylinder fire on train","","44","140","223","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","At least 70 people have died after a gas canister exploded in a train in Pakistan, authorities say","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","https://t.co/tZBzayOaJa?amp=1","1"
"1","At least 70 people have died after a gas canister exploded in a train in Pakistan, authorities said.","","44","140","223","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","At least 70 people have died after a gas canister exploded in a train in Pakistan, authorities say","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","https://t.co/tZBzayOaJa?amp=1","1"
"1","cnn.com","","44","140","223","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","At least 70 people have died after a gas canister exploded in a train in Pakistan, authorities say","https://pbs.twimg.com/card_img/1336851586426023938/a3vt8fIL?format=jpg&name=small","https://t.co/tZBzayOaJa?amp=1","1"
"1","CNN Breaking News","Oct 31, 2019","23","74","269","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","Ford and UAW reach quick deal to avoid a strike","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","https://t.co/pvRv46Stry?amp=1","1"
"1","Ford and UAW reach quick deal to avoid a strike","","23","74","269","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","Ford and UAW reach quick deal to avoid a strike","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","https://t.co/pvRv46Stry?amp=1","1"
"1","There apparently will be no repeat of the painful and expensive six-week strike by General Motors workers at rival automaker Ford.","","23","74","269","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","Ford and UAW reach quick deal to avoid a strike","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","https://t.co/pvRv46Stry?amp=1","1"
"1","cnn.com","","23","74","269","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","Ford and UAW reach quick deal to avoid a strike","https://pbs.twimg.com/card_img/1336404893519601665/PTZ5mrNC?format=jpg&name=small","https://t.co/pvRv46Stry?amp=1","1"
"1","CNN Breaking News","Oct 31, 2019","108","648","3.2K","https://pbs.twimg.com/media/EILZiDtWsAEqDno?format=jpg&name=small","For the first time in franchise history, the Washington Nationals are World Series champions after beating the Houston Astros 6-2 in Game 7 https://cnn.it/31WbMzq","","","1"
"1","CNN Breaking News","Oct 30, 2019","95","80","438","https://pbs.twimg.com/media/EIKO7O4XUAIwT0w?format=jpg&name=small","Trump awards the Medal of Honor to a Green Beret who fought in Afghanistan https://cnn.it/2BUKCyk","","","1"
"1","CNN Breaking News","Oct 30, 2019","82","139","584","https://pbs.twimg.com/media/EIJx0jDWwAETp47?format=jpg&name=small","House impeachment investigators have invited former national security adviser John Bolton to testify behind closed doors next week, sources say https://cnn.it/2oACkIY","","","1"
"1","CNN Breaking News","Oct 30, 2019","257","1K","5.4K","https://pbs.twimg.com/media/EIJxegKWwAAbAIS?format=jpg&name=small","Twitter CEO Jack Dorsey announced the social network will stop accepting all political advertisements https://cnn.it/2PxT12B","","","1"
"1","CNN Breaking News","Oct 30, 2019","163","227","705","https://pbs.twimg.com/media/EIJuJCvWwAU4Zfz?format=jpg&name=small","Top White House Ukraine expert Alexander Vindman told congressional investigators he was convinced President Trump blocked Ukraine military aid to force an investigation of the Bidens, sources say https://cnn.it/331xTG2","","","1"
"1","CNN Breaking News","Oct 30, 2019","67","151","315","https://pbs.twimg.com/media/EIIQGkgWoAAFKyQ?format=jpg&name=small","The US economy grew at an annualized rate of 1.9% in the third quarter, marking the first time since the final quarter of 2018 in which it grew at a rate slower than 2% https://cnn.it/2PxsaUo","","","1"
"1","CNN Breaking News","Oct 30, 2019","47","157","286","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","At least three people were killed and nine injured in a shooting at a California home, fire officials say","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","https://t.co/pfte2r12H5?amp=1","1"
"1","12 people were shot at a Long Beach party, and the gunman is still on the run","","47","157","286","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","At least three people were killed and nine injured in a shooting at a California home, fire officials say","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","https://t.co/pfte2r12H5?amp=1","1"
"1","Police are asking for the public's help in finding whomever killed three people and wounded nine others Tuesday night at a crowded Southern California house party.","","47","157","286","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","At least three people were killed and nine injured in a shooting at a California home, fire officials say","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","https://t.co/pfte2r12H5?amp=1","1"
"1","cnn.com","","47","157","286","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","At least three people were killed and nine injured in a shooting at a California home, fire officials say","https://pbs.twimg.com/card_img/1333216107398909954/VmoZGSU5?format=jpg&name=small","https://t.co/pfte2r12H5?amp=1","1"
"1","CNN Breaking News","Oct 30, 2019","236","1.4K","2.5K","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","John Witherspoon, comedian and actor who starred in 'Friday,' has died at 77","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","https://t.co/hhjQQHhmOz?amp=1","1"
"1","John Witherspoon, comedian and actor who starred in 'Friday,' has died at 77","","236","1.4K","2.5K","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","John Witherspoon, comedian and actor who starred in 'Friday,' has died at 77","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","https://t.co/hhjQQHhmOz?amp=1","1"
"1","Actor and comedian John Witherspoon, whose hilarious takes on father-figure characters made for iconic scenes in a number of movies and television shows including ""Friday,"" died at his home Tuesday.","","236","1.4K","2.5K","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","John Witherspoon, comedian and actor who starred in 'Friday,' has died at 77","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","https://t.co/hhjQQHhmOz?amp=1","1"
"1","cnn.com","","236","1.4K","2.5K","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","John Witherspoon, comedian and actor who starred in 'Friday,' has died at 77","https://pbs.twimg.com/card_img/1336827170954612736/vhb8MUC_?format=jpg&name=small","https://t.co/hhjQQHhmOz?amp=1","1"
"1","CNN Breaking News","Oct 30, 2019","59","179","934","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","The Washington Nationals, powered by slugger Athony Rendon's five RBIs, forced Game 7 with a 7-2 victory over the Houston Astros","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","https://t.co/kAjEjMOwWg?amp=1","1"
"1","World Series: Nationals force Game 7 with another road win","","59","179","934","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","The Washington Nationals, powered by slugger Athony Rendon's five RBIs, forced Game 7 with a 7-2 victory over the Houston Astros","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","https://t.co/kAjEjMOwWg?amp=1","1"
"1","In a World Series where neither team has won a home game, the Houston Astros and Washington Nationals are going to a deciding Game 7.","","59","179","934","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","The Washington Nationals, powered by slugger Athony Rendon's five RBIs, forced Game 7 with a 7-2 victory over the Houston Astros","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","https://t.co/kAjEjMOwWg?amp=1","1"
"1","cnn.com","","59","179","934","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","The Washington Nationals, powered by slugger Athony Rendon's five RBIs, forced Game 7 with a 7-2 victory over the Houston Astros","https://pbs.twimg.com/card_img/1336036303553511424/dUijuCyt?format=jpg&name=small","https://t.co/kAjEjMOwWg?amp=1","1"
"1","CNN Breaking News","Oct 30, 2019","98","174","275","https://pbs.twimg.com/media/EIFmAOrWkAEDrIl?format=jpg&name=small","Deaths of homeless people in Los Angeles have doubled since 2013, according to a new report
https://cnn.it/36dTehs","","","1"
"1","CNN Breaking News","Oct 29, 2019","95","139","302","https://pbs.twimg.com/media/EIE2w-aWoAEFuxX?format=jpg&name=small","Nearly 475,000 migrant families were arrested at the US-Mexico border, up 342 percent from the previous fiscal year
https://cnn.it/34bSgQX","","","1"
"1","CNN Breaking News","Oct 29, 2019","63","224","573","https://pbs.twimg.com/media/EIEqDosXkAAj0w5?format=jpg&name=small","New NCAA rules would allow players to sign endorsement deals and be paid for the use of their name, image and likeness, but they still could not be paid specifically for playing https://cnn.it/2MZmUrc","","","1"
"1","CNN Breaking News","Oct 29, 2019","29","197","249","https://pbs.twimg.com/media/EID4P2iWoAU_32D?format=jpg&name=small","A Cessna 414 airplane crashed into a suburban home in Colonia, New Jersey, the FAA said https://cnn.it/2PqPuTI","","","1"
