"listing_value","tweets_Name","tweets_Date","tweets_Text","tweets_Replies","tweets_Retweets","tweets_Likes","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","May 30, 2013","Iranian-American gets 25 years in plot to kill Saudi ambassador.","10","100","13","","","","1"
"","CNN Breaking News","May 30, 2013","Suspicious letter addressed to Obama; similar to note sent to NY mayor, source says.","20","159","16","","","","1"
"","CNN Breaking News","May 30, 2013","Source: Letter to NY mayor vowed to shoot if guns were seized.","30","84","7","","","","1"
"","CNN Breaking News","May 30, 2013","U.N. official: Iraq violence ""ready to explode"" if leaders don't take steps.","25","88","22","","","","1"
"","CNN Breaking News","May 30, 2013","Man found guilty in killing of girl who disappeared in Wales last year.","9","57","16","","","","1"
"","CNN Breaking News","May 30, 2013","Bombs rock Baghdad in another day of violence in Iraq.","32","110","17","","","","1"
"","CNN Breaking News","May 30, 2013","Man charged with murder of British soldier appears in court.","7","95","13","","","","1"
"","CNN Breaking News","May 30, 2013","4 defendants in Brazil nightclub fire that killed 242 people in January granted bail.","28","188","37","","","","1"
"","CNN Breaking News","May 30, 2013","7 people were killed near Syracuse, NY, when a trailer came unhitched from a truck and hit a minivan.","43","271","24","","","","1"
"","CNN Breaking News","May 30, 2013","12-year-old boy accused of stabbing to death his 8-year-old sister has pleaded not guilty.","83","392","44","","","","1"
"","CNN Breaking News","May 30, 2013","U.S. mom held on drug charges in Mexico tells CNN she's innocent: ""I'm a good mom. I love the Gospel.""","63","159","30","","","","1"
"","CNN Breaking News","May 29, 2013","Officials: Obama to tap G.W. Bush's deputy attorney general as next FBI chief.","26","112","14","","","","1"
"","CNN Breaking News","May 29, 2013","NYPD: Ricin found in letters to Mayor Bloomberg, director of Mayors Against Illegal Guns.","44","212","16","","","","1"
"","CNN Breaking News","May 29, 2013","Lawyer: U.S. soldier to plead guilty in deaths of 16 Afghan villagers, avoid death penalty.","23","115","14","","","","1"
"","CNN Breaking News","May 29, 2013","Defense team appeals for more funds to give Zimmerman ""a fighting chance.""","34","48","11","","","","1"
"","CNN Breaking News","May 29, 2013","Poll: 77% say religion losing influence in U.S. -- and they don't like it.","148","535","141","","","","1"
"","CNN Breaking News","May 29, 2013","Dry ice in bottle explodes in Toontown trash can; Disneyland worker arrested.","83","295","43","","","","1"
"","CNN Breaking News","May 29, 2013","#tornadowalk","5","59","16","","","","1"
"","CNN Breaking News","May 29, 2013","2 militants, 1 guard killed in attack on Red Cross building in Jalalabad, Afghan official says.","11","98","6","","","","1"
"","CNN Breaking News","May 29, 2013","Marines: Human error to blame in deaths of 7 Marines during training in Nevada.","6","123","18","","","","1"
"","CNN Breaking News","May 29, 2013","Pakistan Taliban spokesman says he can neither confirm nor deny No. 2 leader killed in drone strike.","17","85","12","","","","1"
"","CNN Breaking News","May 29, 2013","Pakistan Taliban's No. 2 leader killed in today's drone strike, say tribal official and intel official.","21","218","45","","","","1"
"","CNN Breaking News","May 29, 2013","Officials: Drone strike kills four suspected militants in Pakistan's tribal region.","27","99","22","","","","1"
"","CNN Breaking News","May 29, 2013","Freight train blaze in Baltimore area under control, firefighters say.","12","75","10","","","","1"
"","CNN Breaking News","May 29, 2013","More severe weather -- tornadoes, hail, damaging winds -- expected today for much of the Midwest.","34","299","37","","","","1"
"","CNN Breaking News","May 29, 2013","Death toll for new SARS-like virus rises to 27; 49 infections reported.","73","503","58","","","","1"
"","CNN Breaking News","May 29, 2013","The man who escaped a French prison last month with a brazen series of explosions has been caught, reports say.","9","130","25","","","","1"
"","CNN Breaking News","May 29, 2013","Former star college QB found dead 2 days after disappearing on fishing trip.","38","316","42","","","","1"
"","CNN Breaking News","May 29, 2013","Prosecutors: Teen's plan to attack school included napalm, background music.","47","147","26","","","","1"
"","CNN Breaking News","May 28, 2013","NYPD knocks down Amanda Bynes' sexual harassment claim.","52","134","26","","","","1"
"","CNN Breaking News","May 28, 2013","New SARS-like virus recently found in humans sounds ""alarm bells"" at WHO.","128","757","105","","","","1"
"","CNN Breaking News","May 28, 2013","Bond set at $2 million for Oregon teen accused in high school bomb plot.","26","144","27","","","","1"
"","CNN Breaking News","May 28, 2013","Dow surges to another record high on stellar economic data.","35","158","30","","","","1"
"","CNN Breaking News","May 28, 2013","Freight train derails in Rosedale, Maryland, outside Baltimore; area nearby evacuated.","48","736","124","","","","1"
"","CNN Breaking News","May 28, 2013","Hospital: 2 U.S. Embassy employees in Venezuela wounded in nightclub shooting.","16","129","17","","","","1"
"","CNN Breaking News","May 28, 2013","Freight train derails in Rosedale, Maryland, outside Baltimore; area nearby evacuated.","48","736","124","","","","1"
"","CNN Breaking News","May 28, 2013","Hospital: 2 U.S. Embassy employees in Venezuela wounded in nightclub shooting.","16","129","17","","","","1"
"","CNN Breaking News","May 28, 2013","Judge denies defense's motion for delay in trial of George Zimmerman. Jury selection set for June 10.","20","218","31","","","","1"
"","CNN Breaking News","May 28, 2013","Report: Rockets fired from Syria land in Lebanon.","24","148","22","","","","1"
"","CNN Breaking News","May 28, 2013","1 dead in attack on Pakistan workers giving polio vaccines.","21","116","17","","","","1"
"","CNN Breaking News","May 28, 2013","Marine killed after police say he shot 6 people in 3 Texas towns.","78","356","48","","","","1"
"","CNN Breaking News","May 27, 2013","Bridge suspicious vehicle.","25","269","33","","","","1"
"","CNN Breaking News","May 27, 2013","EU ends arms embargo against Syrian rebels.","21","114","19","","","","1"
"","CNN Breaking News","May 27, 2013","NYPD: New York's Brooklyn Bridge has been closed to traffic after unattended, suspicious vehicle found on bridge.","69","829","78","","","","1"
"","CNN Breaking News","May 27, 2013","Death toll in wave of Baghdad bombings today now at 31; more than 100 wounded.","13","137","20","","","","1"
"","CNN Breaking News","May 27, 2013","Obama's Memorial Day remarks: ""We must remember that our countrymen are still serving, still fighting.""","22","316","64","","","","1"
"","CNN Breaking News","May 27, 2013","Eight killed in pair of Baghdad bombings.","19","82","10","","","","1"
"","CNN Breaking News","May 27, 2013","Bail denied for 2 men charged in last week's flight diversion over UK.","9","69","12","","","","1"
"","CNN Breaking News","May 27, 2013","Ed Shaughnessy, longtime drummer for ""The Tonight Show,"" dies at 84","50","332","50","","","","1"
"","CNN Breaking News","May 26, 2013","becomes youngest PGA Championship winner at age 20.","32","142","42","","","","1"
"","CNN Breaking News","May 26, 2013","Martin 'hostile' day of shooting.","88","157","32","","","","1"
"","CNN Breaking News","May 26, 2013","500. More on","32","279","58","","","","1"
"","CNN - Breaking News, Latest News and Videos","","500. More on","32","279","58","","","","1"
"","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.","","500. More on","32","279","58","","","","1"
"","cnn.com","","500. More on","32","279","58","","","","1"
"","CNN Breaking News","May 26, 2013",": ""I want to urge every American to step up,"" suggests donations to American Red Cross.","54","201","44","","","","1"
"","CNN Breaking News","May 26, 2013",".","14","107","30","","","","1"
"","CNN Breaking News","May 26, 2013","Police hold sixth suspect in killing of London soldier.","18","115","29","","","","1"
"","CNN Breaking News","May 26, 2013","Crews search for teen reported missing in Texas flooding.","6","73","11","","","","1"
"","CNN Breaking News","May 26, 2013","Oregon teen planned bomb attack of school, prosecutor says.","47","216","36","","","","1"
"","CNN Breaking News","May 26, 2013","2 women dead in Texas flooding. More rain expected.","22","174","27","","","","1"
"","CNN Breaking News","May 26, 2013","Authorities in south Texas urge drivers not to take on flooded roads.","26","155","14","","","","1"
"","CNN Breaking News","May 25, 2013","3 more suspects arrested in London in brutal killing of British soldier.","20","200","42","","","","1"
"","CNN Breaking News","May 25, 2013","Flooding kills 1 in San Antonio, Texas. At least 100 water rescues conducted.","51","367","37","","","","1"
"","CNN Breaking News","May 25, 2013","Chuck Hagel: Scourge of sexual assault ""must be stamped out"" in military.","20","118","28","","","","1"
"","CNN Breaking News","May 25, 2013","UK zoo worker dies after being mauled by tiger.","66","293","46","","","","1"
"","CNN Breaking News","May 25, 2013","Arizona lawman Joe Arpaio's department has been racially profiling Latinos, federal judge rules.","87","324","79","","","","1"
"","CNN Breaking News","May 25, 2013","Principal of Oklahoma school leveled by tornado recalls the day started ""exactly as it has for the last 170 days""","15","88","32","","","","1"
"","CNN Breaking News","May 24, 2013","Attorney General Holder was involved in decision to seek warrant for Fox News reporter's e-mail, official says.","47","167","25","","","","1"
"","CNN Breaking News","May 24, 2013","""I do not use crack cocaine, nor am I an addict of crack cocaine,” Toronto mayor says, reacting to media reports.","80","345","63","","","","1"
"","CNN Breaking News","May 24, 2013","Kaitlyn Hunt, 18, charged with crime for having sex with 14-year-old girl, rejects plea deal.","106","299","66","","","","1"
"","CNN Breaking News","May 24, 2013","Ex-Guatemalan president extradited to U.S., where he faces money laundering charges.","22","174","21","","","","1"
"","CNN Breaking News","May 24, 2013","Czechs seek extradition of American in ""extremely brutal"" killings.","9","76","14","","","","1"
"","CNN Breaking News","May 24, 2013","Police in UK say they've arrested 2 men on suspicion of endangering aircraft after plane diverted.","12","183","21","","","","1"
"","CNN Breaking News","May 24, 2013","Flight diverted to London's Stansted airport has landed, police say, after incident reported on aircraft.","9","158","14","","","","1"
"","CNN Breaking News","May 24, 2013","Pakistan Airlines flight bound for Manchester diverted to London airport, escorted by fighter jet, airport rep says.","25","411","31","","","","1"
"","CNN Breaking News","May 24, 2013","Step-dad of slain UK soldier: ""You don't expect something like that on your doorstep.""","17","76","16","","","","1"
"","CNN Breaking News","May 24, 2013","Teens who were missing in Canadian park found in good condition, police say.","21","115","36","","","","1"
"","CNN Breaking News","May 24, 2013","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","100 faces, 100 hours","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","As the U.S. observes Memorial Day, CNN is honoring the fallen by spotlighting a U.S. casualty from the Afghanistan and Iraq wars every hour through the weekend and the holiday.","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","cnn.com","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","CNN Breaking News","May 24, 2013","Pakistan welcomes Obama stance on force.","5","67","15","","","","1"
"","CNN Breaking News","May 24, 2013","Suicide bomber in Pakistani city of Peshawar kills 2.","7","70","7","","","","1"
"","CNN Breaking News","May 24, 2013","Runways at London's Heathrow Airport reopen after emergency landing.","7","86","12","","","","1"
"","CNN Breaking News","May 24, 2013","15 Canadian teens go missing on Ontario hiking trip, police say.","37","171","40","","","","1"
"","CNN Breaking News","May 24, 2013","Emergency landing closes runway at London Heathrow Airport.","19","124","15","","","","1"
"","CNN Breaking News","May 24, 2013","Investigators are still searching site of Wash. bridge collapse, but they say it appears no one died.","30","228","45","","","","1"
"","CNN Breaking News","May 24, 2013","Bridge collapse over Skagit River is in rural part of Wash. state, says trooper, who doesn't expect mass casualties.","46","391","34","","","","1"
"","CNN Breaking News","May 24, 2013","Interstate 5 bridge over the Skagit River in Wash., has collapsed, Wash. State Patrol spokesman says. People and cars were in the water.","76","963","67","","","","1"
"","CNN Breaking News","May 24, 2013","jury vote said there was an 8-4 split in favor of death.","37","220","41","","","","1"
"","CNN Breaking News","May 24, 2013","Teens who were missing in Canadian park found in good condition, police say.","21","115","36","","","","1"
"","CNN Breaking News","May 24, 2013","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","100 faces, 100 hours","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","As the U.S. observes Memorial Day, CNN is honoring the fallen by spotlighting a U.S. casualty from the Afghanistan and Iraq wars every hour through the weekend and the holiday.","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","cnn.com","","Check out CNN Digital's Memorial Day weekend feature. 100 faces, 100 hours","4","62","20","","","","1"
"","CNN Breaking News","May 24, 2013","Pakistan welcomes Obama stance on force.","5","67","15","","","","1"
"","CNN Breaking News","May 24, 2013","Suicide bomber in Pakistani city of Peshawar kills 2.","7","70","7","","","","1"
"","CNN Breaking News","May 24, 2013","Runways at London's Heathrow Airport reopen after emergency landing.","7","86","12","","","","1"
"","CNN Breaking News","May 24, 2013","15 Canadian teens go missing on Ontario hiking trip, police say.","37","171","40","","","","1"
"","CNN Breaking News","May 24, 2013","Emergency landing closes runway at London Heathrow Airport.","19","124","15","","","","1"
"","CNN Breaking News","May 24, 2013","Investigators are still searching site of Wash. bridge collapse, but they say it appears no one died.","30","228","45","","","","1"
"","CNN Breaking News","May 24, 2013","Bridge collapse over Skagit River is in rural part of Wash. state, says trooper, who doesn't expect mass casualties.","46","391","34","","","","1"
"","CNN Breaking News","May 24, 2013","Interstate 5 bridge over the Skagit River in Wash., has collapsed, Wash. State Patrol spokesman says. People and cars were in the water.","76","963","67","","","","1"
"","CNN Breaking News","May 24, 2013","jury vote said there was an 8-4 split in favor of death.","37","220","41","","","","1"
"","CNN Breaking News","May 23, 2013","and CNN TV.","11","90","15","","","","1"
"","CNN Breaking News","May 23, 2013","trial.","73","277","21","","","","1"
"","CNN Breaking News","May 23, 2013","should receive for killing ex-boyfriend.","46","366","28","","","","1"
"","CNN Breaking News","May 23, 2013","of America will allow openly gay youths to join, following a vote at its annual meeting in Texas.","100","1.2K","304","","","","1"
"","CNN Breaking News","May 23, 2013","Obama: ""No justification beyond politics for Congress to prevent us from closing"" Guantanamo.","24","213","40","","","","1"
"","CNN Breaking News","May 23, 2013","""America does not take (drone) strikes when we have the ability to capture individual terrorists,"" Obama says.","12","108","10","","","","1"
"","CNN Breaking News","May 23, 2013","President Obama: Drone strikes, while controversial, are legal and ""have saved lives.""","55","193","29","","","","1"
"","CNN Breaking News","May 23, 2013","NOAA forecasters predict above-normal Atlantic hurricane count for 2013.","56","242","19","","","","1"
"","CNN Breaking News","May 23, 2013","Obama on UK soldier's killing in London: ""absolutely no justification for such acts.""","13","121","13","","","","1"
"","CNN Breaking News","May 23, 2013","UK identifies soldier killed in London yesterday as Lee Rigby.","16","154","15","","","","1"
"","CNN Breaking News","May 23, 2013","Vehicle bombs, attacks in Niger kill 19 soldiers, 6 assailants.","10","130","9","","","","1"
"","CNN Breaking News","May 23, 2013","British Muslim groups outraged over killing of soldier in London.","31","202","26","","","","1"
"","CNN Breaking News","May 23, 2013","Japanese man, 80, oldest to reach peak of Mount Everest, officials in Nepal say.","109","698","166","","","","1"
"","CNN Breaking News","May 23, 2013","Cameron: Britain ""will never give in to terror or terrorism in any form.""","27","159","27","","","","1"
"","CNN Breaking News","May 23, 2013","Police confirm that the man killed near a military barracks in London was a soldier.","30","256","34","","","","1"
"","CNN Breaking News","May 23, 2013","A Minnesota 4th-grader was killed, 2 were hurt and 1 is still missing after a ground collapse during a field trip.","27","333","28","","","","1"
"","CNN Breaking News","May 23, 2013","Obama to speak today about reasons, legal rationale for US counterterrorism policy, including Guantanamo, drones.","23","192","34","","","","1"
"","CNN Breaking News","May 23, 2013","Dead Boston bombing suspect Tamerlan Tsarnaev implicated in 2011 killings in Massachusetts, official says.","30","253","38","","","","1"
"","CNN Breaking News","May 22, 2013","board votes to close 50 schools.","103","358","34","","","","1"
"","CNN Breaking News","May 22, 2013","Source: Ibragim Todashev attacked FBI agent who shot him after he confessed to role in 2011 triple homicide in MA.","18","137","20","","","","1"
"","CNN Breaking News","May 22, 2013","says it has repaid its $452 million Department of Energy loan 9 years ahead of schedule.","41","985","224","","","","1"
"","CNN Breaking News","May 22, 2013","Moore, Oklahoma mayor: All missing accounted for; Of the 6 who were still missing, 5 are OK.","18","193","48","","","","1"
"","CNN Breaking News","May 22, 2013",".","16","147","22","","","","1"
"","CNN - Breaking News, Latest News and Videos","",".","16","147","22","","","","1"
"","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.","",".","16","147","22","","","","1"
"","cnn.com","",".","16","147","22","","","","1"
"","CNN Breaking News","May 22, 2013","Ibragim Todashev, a man shot dead by FBI agent in Orlando has been connected to 2011 triple homicide in Waltham, MA.","10","172","35","","","","1"
"","CNN Breaking News","May 22, 2013","Video shot after London slaying shows man holding cleaver, saying killing is ""eye for an eye.""","79","365","76","","","","1"
"","CNN Breaking News","May 22, 2013","British Prime Minister David Cameron: Slaying in London ""appalling,"" ""sickening.""","38","204","28","","","","1"
"","CNN Breaking News","May 22, 2013","Six people unaccounted for following Monday's Oklahoma tornado, official says","10","120","8","","","","1"
"","CNN Breaking News","May 22, 2013","President Obama will go to tornado-ravaged Oklahoma on Sunday, White House says.","33","171","23","","","","1"
"","CNN Breaking News","May 22, 2013","British home secretary: Slaying of man in London is ""sickening and barbaric attack.""","19","135","19","","","","1"
"","CNN Breaking News","May 22, 2013","UK government says its treating reported killing of soldier in London as suspected terror attack.","41","314","18","","","","1"
"","CNN Breaking News","May 22, 2013","Two infants and 16 others killed in Oklahoma have been ID'd.","32","165","21","","","","1"
"","CNN Breaking News","May 22, 2013","Jailed member of Russian punk band Pussy Riot declares hunger strike.","74","330","63","","","","1"
"","CNN Breaking News","May 22, 2013","Mayor in tornado-hit town wants law requiring shelters, safe rooms in new housing projects.","61","212","75","","","","1"
"","CNN Breaking News","May 22, 2013","British home secretary: Slaying of man in London is ""sickening and barbaric attack.""","19","135","19","","","","1"
"","CNN Breaking News","May 22, 2013","UK government says its treating reported killing of soldier in London as suspected terror attack.","41","314","18","","","","1"
"","CNN Breaking News","May 22, 2013","Two infants and 16 others killed in Oklahoma have been ID'd.","32","165","21","","","","1"
"","CNN Breaking News","May 22, 2013","Jailed member of Russian punk band Pussy Riot declares hunger strike.","74","330","63","","","","1"
"","CNN Breaking News","May 22, 2013","Mayor in tornado-hit town wants law requiring shelters, safe rooms in new housing projects.","61","212","75","","","","1"
"","CNN Breaking News","May 22, 2013","Source: Man shot dead by FBI probed for possible tie to Boston bombings.","38","180","31","","","","1"
"","CNN Breaking News","May 22, 2013","Attorneys: Rescued Cleveland women are ""happy and safe"" and ""continue to heal.""","9","57","22","","","","1"
"","CNN Breaking News","May 22, 2013","Iran's President Ahmadinejad contesting ban of aide from presidential race.","8","53","9","","","","1"
"","CNN Breaking News","May 22, 2013","Man killed by FBI agent knew slain Boston attack suspect, friend says.","27","163","36","","","","1"
"","CNN Breaking News","May 22, 2013","Man arrested in '82 Irish Republican Army killings in London.","11","96","22","","","","1"
"","CNN Breaking News","May 22, 2013","Eric Garcetti declares victory in LA mayoral race. He's city's first Jewish mayor.","58","250","60","","","","1"
"","CNN Breaking News","May 22, 2013","Mayor of Moore, Okla., doesn't expect death toll to rise above 24, but some people are still missing.","20","164","31","","","","1"
"","CNN Breaking News","May 22, 2013","The severe weather system that spawned the Okla. tornado moves east, toward Great Lakes, Tennessee Valley.","12","138","16","","","","1"
"","CNN Breaking News","May 22, 2013","Anthony Weiner, the former Congressman who resigned in disgrace, said today he's running for NYC mayor.","116","278","41","","","","1"
"","CNN Breaking News","May 22, 2013","in Moore & Oklahoma City; 10,000 people affected.","20","407","51","","","","1"
"","CNN Breaking News","May 22, 2013","Ja'Nae Hornsby was one of 7 children killed by tornado at Oklahoma's Plaza Towers Elementary School, her dad says.","18","128","33","","","","1"
"","CNN Breaking News","May 21, 2013","suspends the top general at Fort Jackson in South Carolina due to allegations of adultery and assault.","24","279","33","","","","1"
"","CNN Breaking News","May 21, 2013","Moore, Oklahoma, Mayor Glenn Lewis told CNN late Tuesday afternoon that ""we don't have anybody missing.""","8","119","30","","","","1"
"","CNN Breaking News","May 21, 2013","will get death penalty or life in prison for murder of ex-boyfriend.","33","133","19","","","","1"
"","CNN Breaking News","May 21, 2013","Insurance claims for damage caused by Oklahoma tornado will likely top $1 billion; NWS: Tornado was 1.3 miles wide.","23","299","26","","","","1"
"","CNN Breaking News","May 21, 2013","NWS: Damage assessments show tornado that struck Oklahoma was an EF5, meaning it had winds of 200 mph or greater.","14","406","33","","","","1"
"","CNN Breaking News","May 21, 2013","Jodi Arias asks jurors to spare her from the death penalty, says she is victim of domestic violence.","158","195","44","","","","1"
"","CNN Breaking News","May 21, 2013",".","2","7","1","","","","1"
"","CNN Breaking News","May 21, 2013","has faced.","16","110","22","","","","1"
"","CNN Breaking News","May 21, 2013",", the National Weather Service says.","13","222","25","","","","1"
"","CNN Breaking News","May 21, 2013","tornado, officials say.","27","282","17","","","","1"
"","CNN Breaking News","May 21, 2013","officials now say they know 24 people, including 9 children, died in Monday's tornado.","46","376","26","","","","1"
"","CNN Breaking News","May 21, 2013","State Rep. Mark McBride said he's endured tornadoes but this devastation ""is the worst I've seen.""","18","140","19","","","","1"
"","CNN Breaking News","May 21, 2013","teachers who shielded children from tornado, and all who rushed to help.","23","323","92","","","","1"
"","CNN Breaking News","May 21, 2013","needs to get everything it needs right away.","21","183","46","","","","1"
"","CNN Breaking News","May 21, 2013","tornado survivors will be found.","16","133","18","","","","1"
"","CNN Breaking News","May 21, 2013","Forecasters: 53 million Americans under threat of severe weather Tuesday.","46","428","24","","","","1"
"","CNN Breaking News","May 21, 2013","101 people have been rescued from rubble after Oklahoma City-area tornado, authorities say.","53","646","97","","","","1"
"","CNN Breaking News","May 21, 2013","Okla. Lt. Gov. Lamb: Some children killed in tornado strike drowned in school basement area.","131","425","32","","","","1"
"","CNN Breaking News","May 21, 2013","tornado victims roll in from across the world.","23","476","52","","","","1"
"","CNN Breaking News","May 21, 2013","Blast kills 7 police officers in western Afghanistan, Herat province official says.","6","78","14","","","","1"
"","CNN Breaking News","May 21, 2013","Death toll from last week's mining accident in Indonesia rises to 21, company says.","9","92","11","","","","1"
"","CNN Breaking News","May 21, 2013","In Iraq, another day of bombings reported amid growing sectarian tensions.","12","80","12","","","","1"
"","CNN Breaking News","May 21, 2013","are children, office says.","54","409","33","","","","1"
"","CNN Breaking News","May 21, 2013","Medical Examiner's Office told to expect about 40 more bodies.","56","432","37","","","","1"
"","CNN Breaking News","May 21, 2013",", has no running water, mayor says.","27","325","29","","","","1"
"","CNN Breaking News","May 21, 2013",".","39","439","65","","","","1"
"","CNN Breaking News","May 21, 2013","tornado are children; at least 145 people are hospitalized.","200","1.9K","89","","","","1"
"","CNN Breaking News","May 21, 2013","tornado, visit our Impact Your World page.","35","1K","101","","","","1"
"","CNN Breaking News","May 21, 2013","Okla. Gov. Mary Fallin: ""We're doing everything we can ... to find anyone who might be injured or might be lost.""","16","233","36","","","","1"
"","CNN Breaking News","May 21, 2013",".","39","439","65","","","","1"
"","CNN Breaking News","May 21, 2013","tornado are children; at least 145 people are hospitalized.","200","1.9K","89","","","","1"
"","CNN Breaking News","May 21, 2013","tornado, visit our Impact Your World page.","35","1K","101","","","","1"
"","CNN Breaking News","May 21, 2013","Okla. Gov. Mary Fallin: ""We're doing everything we can ... to find anyone who might be injured or might be lost.""","16","233","36","","","","1"
"","CNN Breaking News","May 21, 2013",", CNN TV & CNN mobile.","93","1K","69","","","","1"
"","CNN - Breaking News, Latest News and Videos","",", CNN TV & CNN mobile.","93","1K","69","","","","1"
"","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.","",", CNN TV & CNN mobile.","93","1K","69","","","","1"
"","cnn.com","",", CNN TV & CNN mobile.","93","1K","69","","","","1"
"","CNN Breaking News","May 21, 2013","Oklahoma City Police Dept. confirms 7 of the dead are children from Plaza Towers Elementary School in Moore.","86","707","28","","","","1"
"","CNN Breaking News","May 21, 2013",", state medical examiner says.","109","616","30","","","","1"
"","CNN Breaking News","May 20, 2013",", medical examiner says.","29","296","16","","","","1"
"","CNN Breaking News","May 20, 2013",", CNN TV & CNN mobile.","34","505","37","","","","1"
"","CNN Breaking News","May 20, 2013",", CNN TV & CNN mobile.","29","441","28","","","","1"
"","CNN Breaking News","May 20, 2013","dies at 74.","107","777","73","","","","1"
"","CNN Breaking News","May 20, 2013","Search and rescue operation under way at Plaza Towers Elementary School near Oklahoma City.","31","329","23","","","","1"
"","CNN Breaking News","May 20, 2013","Interstate 35 in Moore, Oklahoma, closed due to debris from tornado. Cleanup crews on the way, DOT says.","14","171","10","","","","1"
"","CNN Breaking News","May 20, 2013","is at least EF-4 (166 to 200 mph),","21","359","16","","","","1"
"","CNN Breaking News","May 20, 2013","Oklahoma Highway Patrol: ""People are trapped ... There are people fighting for their lives.""","39","578","37","","","","1"
"","CNN Breaking News","May 20, 2013",", CNN TV, CNN mobile.","21","603","71","","","","1"
"","CNN Breaking News","May 20, 2013","says children are being pulled from a damaged Oklahoma elementary school.","51","375","27","","","","1"
"","CNN Breaking News","May 20, 2013","Blocks of homes gone, schools destroyed by tornado in Oklahoma City area. This was a school.","158","1.6K","161","https://pbs.twimg.com/media/BKvXYiFCYAAfnJZ?format=jpg&name=small","","","1"
